name,job,company,salary,credit_card_number,credit_card_expire
Aaron_Wood,Forensic scientist,"Austin, Harrington and Holt",4131,676362196237,03/32
Thomas_Mcgee,Television camera operator,Garcia Group,8738,4649752743708,12/24
Michael_Carpenter,"Psychologist, occupational",Moore-Wilcox,5659,4684767646497,12/25
Chloe_Miller,IT trainer,"Cook, Cruz and Manning",5686,4754824789760,11/32
Melissa_Martinez,Web designer,"Chapman, Bailey and Knox",9324,213191912088697,12/29
James_Mcintyre,"Teacher, English as a foreign language",Kane Group,4038,3561652513175722,10/33
Victoria_Morales,Camera operator,"Hall, Park and Cole",3553,630417660275,12/28
Omar_Peterson,Volunteer coordinator,Huerta-Mccall,2434,180037323291736,07/24
Richard_Wise,Armed forces logistics/support/administrative officer,"Garcia, Lee and Lynch",9194,213115505286434,06/30
Debbie_Stanley,"Engineer, drilling","Jones, Williams and Hudson",1200,343735674347882,05/27
David_Cooper,Company secretary,Hogan-Clark,6097,375448839515648,08/24
Jon_King,Management consultant,Spencer-Norris,6093,4156109978220323458,09/24
Matthew_Davis,Media planner,Munoz Group,2400,38831630246969,02/33
Frank_Hendricks,Editorial assistant,Rodriguez and Sons,8197,3584492882106146,02/29
Laurie_Navarro,Diagnostic radiographer,"Bradford, King and Rodriguez",7893,501860834727,05/32
Tyler_Mcclure,"Scientist, research (medical)",West-Schmidt,7247,6581009934775953,09/31
Duane_Bradford,Chartered loss adjuster,"Harrington, Patterson and Wade",6320,38465055377601,11/30
Casey_Rubio,Food technologist,"Gutierrez, Jones and Phillips",3091,378461909673129,11/31
Carl_Bennett,Product designer,Peterson-Andrews,2173,213114553967540,05/26
Nathan_Fisher,Visual merchandiser,Reyes-Barajas,3740,349809772062646,10/32
Amber_Ayala,Dancer,Werner-Pruitt,3198,4382772694614390064,03/31
Aaron_Obrien,Educational psychologist,"Rodriguez, Patel and Miller",4370,3594559941790330,02/30
Sarah_Gonzales_MD,Textile designer,Hall-Taylor,7381,3569601673497212,12/29
James_Steele,Electrical engineer,Watkins-Tate,6258,3534125908600848,07/26
Angela_Rivera,Production engineer,"Christensen, Tran and Cortez",7364,4115409527287305628,12/23
Joshua_Brown,Financial controller,"Smith, Reynolds and Martinez",9193,2240493088708055,11/33
Brittney_Parsons,Personnel officer,"Lewis, Riley and Williams",8788,4152171279074238,02/24
James_Johnson,Television/film/video producer,Miller-James,7085,3562700487397209,05/28
Dwayne_Morris,Armed forces logistics/support/administrative officer,Fox-Wilson,1200,675990230806,12/28
Brandi_Ray,Telecommunications researcher,Miller and Sons,5991,502090521746,02/26
Stacey_Hicks,Homeopath,Snyder LLC,9045,2696848604161676,08/33
