name,job,company,salary,credit_card_number,credit_card_expire
Ashley_Williams,Furniture designer,Robinson Ltd,9846,180036114650761,12/24
Mark_Carney,"Engineer, civil (contracting)","Palmer, Wells and Anderson",4452,6531711810472982,03/32
Steven_Sherman,"Designer, ceramics/pottery",Nelson Inc,4752,4792972619124,03/28
Morgan_Brown,Occupational hygienist,"Scott, Daniels and Parker",7611,4887726751295034869,01/29
Angie_Martin,Chief Financial Officer,Macdonald-Shaffer,6602,180089619823417,07/28
Carrie_Buckley,Petroleum engineer,Moore LLC,4354,4319719862596791,08/31
Karina_Smith,Textile designer,Wagner-Woodward,1041,3558160551458393,08/32
Dr._Amy_Hanson,"Engineer, maintenance (IT)",Cook-Schmidt,7285,3563704680467024,03/28
William_Wilson,"Engineer, manufacturing","Fisher, Roach and Castillo",9421,5513856916849312,03/33
Lisa_Brown,"Therapist, music",Brennan-Zimmerman,5319,4172197727507905,11/26
Kristi_Hill,Archivist,"Dougherty, Thomas and Powell",8230,676181556538,05/25
Alexander_Hancock,Fish farm manager,Adams Inc,2613,30312312789558,11/33
Terry_Smith,Research scientist (maths),"Garner, Watson and Pollard",9089,4320879117510133,09/30
Shawn_Powell,Patent attorney,Perez-Wilson,7952,4567831399419,10/26
Manuel_Jimenez,Forensic scientist,Miller Group,4283,4216742912310181,04/25
Julian_Taylor,"Editor, magazine features","Dunn, Lewis and Wu",1958,346948061177054,04/27
John_Murillo,Broadcast engineer,Harris and Sons,6616,30359529641338,06/30
Brittany_Forbes,"Pilot, airline",Russell PLC,9565,38918877570811,02/32
James_Palmer,"Radiographer, diagnostic",Davila LLC,9935,676212326927,07/28
George_Barton,"Psychologist, educational","Roman, Cox and Donaldson",9184,4791273498980,12/29
Christopher_Turner,Waste management officer,Horton LLC,2180,4855233583299144409,04/31
Richard_Sanchez,Sports development officer,Tran-Adams,9645,180050209731139,03/33
Molly_Cobb,"Engineer, manufacturing systems",Parrish-Davis,3855,4897448049317,03/31
Barbara_Rodriguez,"Producer, television/film/video",Anderson Inc,8774,3548167362712135,03/31
