name,job,company,salary,credit_card_number,credit_card_expire
Janet_Garrison,Visual merchandiser,Adams-Harrison,7100,3500840300783030,02/24
Katelyn_Walker,Proofreader,Webb-Cantu,2492,346127780561423,12/33
Karen_Cole,Production manager,Salazar-Thompson,1784,4529829040199,03/26
Patricia_Gray,Archivist,"Daniels, Williams and Rivera",6675,2253320773349024,10/29
Alexander_Garcia,"Presenter, broadcasting","Boyd, Williams and Russell",8372,639025240974,04/24
Leah_Torres,Dispensing optician,"Reed, Newman and Castro",4639,371780123766238,06/30
Angela_Tran,Licensed conveyancer,Zuniga LLC,8250,675970756101,08/33
Ryan_Benitez,Warehouse manager,Bryant-Edwards,7720,4164265345256,06/26
Erica_Lyons,"Designer, exhibition/display",Mitchell Inc,9632,5596961171135611,10/32
Melissa_Ray,Pensions consultant,Parks-Reid,1535,36549196258010,09/25
Mary_Welch,"Surveyor, planning and development",Clay-Dawson,1276,5495418358595481,04/27
Riley_Hancock,Multimedia programmer,"Hardy, Long and Brown",4843,4373273268134222,12/23
Stacey_Bauer,Barrister's clerk,"Johnson, Ortega and Reed",5716,6011824470597672,08/33
Joseph_Nelson,Ship broker,"Martinez, Mcmillan and Mays",8670,4811362809520831,09/25
Jamie_Montgomery,"Engineer, drilling","Watson, Frazier and Williamson",9471,4590485241547,11/28
Emily_Thompson,Sports administrator,"Frey, Bennett and Schmidt",2755,374982517555642,05/26
Brian_Brown,Statistician,Douglas-Lopez,1355,5196153620272443,10/26
Douglas_Harris,Police officer,Miller and Sons,5699,4849649712915603,11/28
David_Wright,Animal nutritionist,"Morales, Clay and Kent",8736,373926370898574,10/27
Shannon_Hernandez,Contractor,"Johnson, Henderson and Avery",8773,5366924524750971,04/25
Jesse_Williams,Electronics engineer,Cox Group,3662,2277553428074900,10/27
Keith_Wang,Ship broker,"Hodges, Young and Martin",1943,342797005604515,07/24
Jeffrey_Simpson,"Psychologist, forensic",Zuniga PLC,2954,4562913614865315,09/30
Melody_Harris_MD,Insurance broker,Mcdowell Group,7289,4744736763204635,09/28
Denise_Smith,"Runner, broadcasting/film/video",Williams Ltd,6631,5470325652480782,09/26
Connie_Watkins,Geophysicist/field seismologist,Wright Inc,5582,2477921429349720,07/29
